ジャンルID,パス名,商品属性定義書,商品属性定義詳細グループ,項目名（日本語）,必須/任意,入力方式,推奨値・選択肢の有無,入力フォーマット,最大文字数,日付形式,単位有無,楽天推奨単位,楽天推奨単位一覧,複数値可不可,区切り入力最大数,最小値,最大値,商品ページ内同一値登録対象,並び順
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,シリーズ名（カナ）,ナビゲーション用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,8
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,ブランド名（カナ）,ナビゲーション用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,9
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,ホット,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,10
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,原産国／製造国,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,11
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,自然派志向,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,12
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,寝具の織り,ナビゲーション用任意,記述式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,13
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,素材（生地・毛糸）,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,14
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,注文方法,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,15
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,枚数,ナビゲーション用任意,記述式,なし,NUMBER,-,-,-,-,-,不可,-,1,999999999,-,16
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,柄,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,17
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,防滴・防水機能,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,18
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,19
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,本体縦幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm,不可,-,0,999999999,-,20
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,防虫・防ダニ,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,21
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,抗菌加工,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,22
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,消臭・防臭,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,23
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,冷感・クール,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,24
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,低反発機能,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,25
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,高反発,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,26
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,吸湿,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,27
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,洗濯表示,ナビゲーション用任意,記述式,あり,STRING,50,-,-,-,-,可,10,-,-,-,28
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,29
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,30
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,31
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,32
215647,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 掛け布団カバー,寝具,寝具カバー・シーツ,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,33
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,2
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,寝具のサイズ,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,3
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,4
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,インテリアのテイスト,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,5
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,オーガニック認証機関・基準,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,6
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,7
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,シリーズ名（カナ）,ナビゲーション用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,8
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,ブランド名（カナ）,ナビゲーション用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,9
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,ホット,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,10
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,原産国／製造国,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,11
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,自然派志向,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,12
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,寝具の織り,ナビゲーション用任意,記述式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,13
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,素材（生地・毛糸）,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,14
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,注文方法,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,15
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,枚数,ナビゲーション用任意,記述式,なし,NUMBER,-,-,-,-,-,不可,-,1,999999999,-,16
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,柄,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,17
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,防滴・防水機能,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,18
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,19
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,本体縦幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm,不可,-,0,999999999,-,20
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,防虫・防ダニ,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,21
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,抗菌加工,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,22
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,消臭・防臭,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,23
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,冷感・クール,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,24
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,低反発機能,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,25
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,高反発,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,26
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,吸湿,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,27
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,洗濯表示,ナビゲーション用任意,記述式,あり,STRING,50,-,-,-,-,可,10,-,-,-,28
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,29
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,30
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,31
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,32
567564,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 衿カバー,寝具,寝具カバー・シーツ,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,33
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,2
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,寝具のサイズ,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,3
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,4
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,インテリアのテイスト,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,5
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,オーガニック認証機関・基準,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,6
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,7
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,シリーズ名（カナ）,ナビゲーション用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,8
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,ブランド名（カナ）,ナビゲーション用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,9
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,ホット,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,10
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,原産国／製造国,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,11
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,自然派志向,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,12
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,寝具の織り,ナビゲーション用任意,記述式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,13
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,素材（生地・毛糸）,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,14
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,注文方法,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,15
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,枚数,ナビゲーション用任意,記述式,なし,NUMBER,-,-,-,-,-,不可,-,1,999999999,-,16
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,柄,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,17
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,防滴・防水機能,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,18
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,19
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,本体縦幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm,不可,-,0,999999999,-,20
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,防虫・防ダニ,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,21
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,抗菌加工,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,22
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,消臭・防臭,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,23
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,冷感・クール,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,24
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,低反発機能,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,25
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,高反発,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,26
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,吸湿,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,27
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,洗濯表示,ナビゲーション用任意,記述式,あり,STRING,50,-,-,-,-,可,10,-,-,-,28
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,状態,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,29
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,中古状態,ナビゲーション用任意,選択式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,30
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,販売形態（並行輸入品）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,31
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,販売形態（訳あり）,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,対象,32
215655,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 寝具カバーセット,寝具,寝具カバー・シーツ,カラー,商品ページ用任意,記述式,なし,STRING,100,-,-,-,-,可,5,-,-,-,33
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,ブランド名,必須,記述式,あり,STRING,100,-,-,-,-,可,3,-,-,-,1
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,メーカー型番,必須,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,2
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,寝具のサイズ,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,3
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,代表カラー,必須,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,4
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,インテリアのテイスト,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,5
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,オーガニック認証機関・基準,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,6
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,シリーズ名,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,7
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,シリーズ名（カナ）,ナビゲーション用任意,記述式,なし,STRING,100,-,-,-,-,不可,-,-,-,-,8
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,ブランド名（カナ）,ナビゲーション用任意,記述式,なし,STRING,100,-,-,-,-,可,3,-,-,-,9
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,ホット,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,10
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,原産国／製造国,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,11
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,自然派志向,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,不可,-,-,-,-,12
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,寝具の織り,ナビゲーション用任意,記述式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,13
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,素材（生地・毛糸）,ナビゲーション用任意,記述式,あり,STRING,250,-,-,-,-,不可,-,-,-,-,14
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,注文方法,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,15
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,枚数,ナビゲーション用任意,記述式,なし,NUMBER,-,-,-,-,-,不可,-,1,999999999,-,16
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,柄,ナビゲーション用任意,記述式,あり,STRING,100,-,-,-,-,可,5,-,-,-,17
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,防滴・防水機能,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,18
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,本体横幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm|m,不可,-,0,999999999,-,19
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,本体縦幅,ナビゲーション用任意,記述式,なし,NUMBER,-,-,有-記述式,cm,mm|cm,不可,-,0,999999999,-,20
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,防虫・防ダニ,ナビゲーション用任意,選択式,あり,STRING,50,-,-,-,-,不可,-,-,-,-,21
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,抗菌加工,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,22
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,消臭・防臭,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,23
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,冷感・クール,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,24
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,低反発機能,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,25
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,高反発,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,26
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,吸湿,ナビゲーション用任意,選択式,あり,STRING,25,-,-,-,-,不可,-,-,-,-,27
215644,インテリア・寝具・収納 >> 寝具 >> 寝具カバー・シーツ >> 敷布団カバー,寝具,寝具カバー・シーツ,洗濯表示,ナビゲーション用任意,記述式,あり,STRING,50,-,-,-,-,可,10,-,-,-,28
